link_title,web_title,bio_url,image_url
Geir Campos,Geir Campos,https://pt.wikipedia.org/wiki/Geir_Campos,https://upload.wikimedia.org/wikipedia/commons/6/66/Foto_Geir-escala_de_cinza-02.jpg
Guimarães Rosa,Guimarães Rosa,https://pt.wikipedia.org/wiki/Guimar%C3%A3es_Rosa,https://upload.wikimedia.org/wikipedia/commons/c/c9/Guimar%C3%A3es_Rosa%2C_anos_1960.tif
João Cabral de Melo Neto,João Cabral de Melo Neto,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Cabral_de_Melo_Neto,https://upload.wikimedia.org/wikipedia/commons/a/a0/JoaoCabral.JPG
Jorge Andrade (dramaturgo),Jorge Andrade (dramaturgo),https://pt.wikipedia.org/wiki/Jorge_Andrade_(dramaturgo),
Lêdo Ivo,Lêdo Ivo,https://pt.wikipedia.org/wiki/L%C3%AAdo_Ivo,https://upload.wikimedia.org/wikipedia/commons/e/e6/Ledo_Ivo.jpg
Mauro Mota,Mauro Mota,https://pt.wikipedia.org/wiki/Mauro_Mota,https://upload.wikimedia.org/wikipedia/commons/2/23/Posse_de_Mauro_Mota_na_ABL_(1970).tif
Geraldo Vidigal,Geraldo Vidigal,https://pt.wikipedia.org/wiki/Geraldo_Vidigal,
Domingos Carvalho da Silva,Domingos Carvalho da Silva,https://pt.wikipedia.org/wiki/Domingos_Carvalho_da_Silva,
Nelson Rodrigues,Nelson Rodrigues,https://pt.wikipedia.org/wiki/Nelson_Rodrigues,https://upload.wikimedia.org/wikipedia/commons/d/d8/Nelson_Rodrigues_(1971).tif
Péricles Eugênio da Silva Ramos,Péricles Eugênio da Silva Ramos,https://pt.wikipedia.org/wiki/P%C3%A9ricles_Eug%C3%AAnio_da_Silva_Ramos,
Ferreira Gullar,Ferreira Gullar,https://pt.wikipedia.org/wiki/Ferreira_Gullar,https://upload.wikimedia.org/wikipedia/commons/1/1b/Ferreira_Gullar_no_Fronteiras_do_Pensamento_S%C3%A3o_Paulo_2015_(21676563690).jpg
Décio Pignatari,Décio Pignatari,https://pt.wikipedia.org/wiki/D%C3%A9cio_Pignatari,
Haroldo de Campos,Haroldo de Campos,https://pt.wikipedia.org/wiki/Haroldo_de_Campos,
Augusto de Campos,Augusto de Campos,https://pt.wikipedia.org/wiki/Augusto_de_Campos,https://upload.wikimedia.org/wikipedia/commons/6/6f/Ordem_do_M%C3%A9rito_Cultural_(OMC)_2015_(22505512727).jpg
Adélia Prado,Adélia Prado,https://pt.wikipedia.org/wiki/Ad%C3%A9lia_Prado,https://upload.wikimedia.org/wikipedia/commons/8/84/Adelia_prado_2014_flickr.jpg
Adonias Filho,Adonias Filho,https://pt.wikipedia.org/wiki/Adonias_Filho,https://upload.wikimedia.org/wikipedia/commons/6/6c/Adonias_Aguiar_Filho.tiff
Affonso Romano de Sant'Anna,Affonso Romano de Sant'Anna,https://pt.wikipedia.org/wiki/Affonso_Romano_de_Sant%27Anna,https://upload.wikimedia.org/wikipedia/commons/8/89/Affonso_Romano_de_Santanna.jpg
Aidenor Aires,Aidenor Aires,https://pt.wikipedia.org/wiki/Aidenor_Aires,
Alberto Mussa,Alberto Mussa,https://pt.wikipedia.org/wiki/Alberto_Mussa,https://upload.wikimedia.org/wikipedia/commons/6/63/AlbertoMussa.jpg
Álvaro Cardoso Gomes,Álvaro Cardoso Gomes,https://pt.wikipedia.org/wiki/%C3%81lvaro_Cardoso_Gomes,
Ana Maria Machado,Ana Maria Machado,https://pt.wikipedia.org/wiki/Ana_Maria_Machado,https://upload.wikimedia.org/wikipedia/commons/9/9a/anamariamachado2013.jpg
Ana Miranda,Ana Miranda,https://pt.wikipedia.org/wiki/Ana_Miranda,
Ana Cristina Cesar,Ana Cristina Cesar,https://pt.wikipedia.org/wiki/Ana_Cristina_Cesar,
Angela Dutra de Menezes,Angela Dutra de Menezes,https://pt.wikipedia.org/wiki/Angela_Dutra_de_Menezes,
Antônio Callado,Antônio Callado,https://pt.wikipedia.org/wiki/Ant%C3%B4nio_Callado,
Antônio Carlos Viana,Antônio Carlos Viana,https://pt.wikipedia.org/wiki/Ant%C3%B4nio_Carlos_Viana,
Antônio Torres,Antônio Torres,https://pt.wikipedia.org/wiki/Ant%C3%B4nio_Torres,https://upload.wikimedia.org/wikipedia/commons/7/7f/Ant%C3%B4nio_Torres.jpg
Ariano Suassuna,Ariano Suassuna,https://pt.wikipedia.org/wiki/Ariano_Suassuna,https://upload.wikimedia.org/wikipedia/commons/b/b8/Ariano_Suassuna.jpg
Armando Freitas Filho,Armando Freitas Filho,https://pt.wikipedia.org/wiki/Armando_Freitas_Filho,https://upload.wikimedia.org/wikipedia/commons/5/5e/ArmandoFreitasFilho.jpg
Augusto Boal,Augusto Boal,https://pt.wikipedia.org/wiki/Augusto_Boal,https://upload.wikimedia.org/wikipedia/commons/2/22/Augusto_Boal.jpg
Autran Dourado,Autran Dourado,https://pt.wikipedia.org/wiki/Autran_Dourado,
Bernardo Élis,Bernardo Élis,https://pt.wikipedia.org/wiki/Bernardo_%C3%89lis,https://upload.wikimedia.org/wikipedia/commons/f/f2/Bernardo_Ellis.tif
Bernardo Carvalho,Bernardo Carvalho,https://pt.wikipedia.org/wiki/Bernardo_Carvalho,https://upload.wikimedia.org/wikipedia/commons/f/fc/Ficheiro%3ABernardo_Carvalho.JPG
Bruno Tolentino,Bruno Tolentino,https://pt.wikipedia.org/wiki/Bruno_Tolentino,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bruno_Tolentino.jpg
Cacaso,Cacaso,https://pt.wikipedia.org/wiki/Cacaso,https://upload.wikimedia.org/wikipedia/commons/c/cc/Cacaso.file.jpg
Caio Fernando Abreu,Caio Fernando Abreu,https://pt.wikipedia.org/wiki/Caio_Fernando_Abreu,
Campos de Carvalho,Campos de Carvalho,https://pt.wikipedia.org/wiki/Campos_de_Carvalho,
Carlos Heitor Cony,Carlos Heitor Cony,https://pt.wikipedia.org/wiki/Carlos_Heitor_Cony,https://upload.wikimedia.org/wikipedia/commons/8/87/Cony_carlos_heitor.jpg
Carlos Herculano Lopes,Carlos Herculano Lopes,https://pt.wikipedia.org/wiki/Carlos_Herculano_Lopes,
Carlos Nascimento Silva,Carlos Nascimento Silva,https://pt.wikipedia.org/wiki/Carlos_Nascimento_Silva,
Carlos Nejar,Carlos Nejar,https://pt.wikipedia.org/wiki/Carlos_Nejar,https://upload.wikimedia.org/wikipedia/commons/b/bb/Academia_de_Letras_de_Bras%C3%ADlia_homenageia_poeta_Carlos_Nejar_(36128101554).jpg
Chico Buarque de Holanda,Chico Buarque de Holanda,https://pt.wikipedia.org/wiki/Chico_Buarque_de_Holanda,https://upload.wikimedia.org/wikipedia/commons/9/90/Chico_Buarque_no_BRAVO.jpg
Cora Coralina,Cora Coralina,https://pt.wikipedia.org/wiki/Cora_Coralina,https://upload.wikimedia.org/wikipedia/commons/d/db/Cora_Coralina.jpg
Cristóvão Tezza,Cristóvão Tezza,https://pt.wikipedia.org/wiki/Crist%C3%B3v%C3%A3o_Tezza,https://upload.wikimedia.org/wikipedia/commons/1/17/Cristovao_Tezza_por_Guilherme_Pupo.jpg
Dalton Trevisan,Dalton Trevisan,https://pt.wikipedia.org/wiki/Dalton_Trevisan,
Dias Gomes,Dias Gomes,https://pt.wikipedia.org/wiki/Dias_Gomes,https://upload.wikimedia.org/wikipedia/commons/a/ae/Dias-gomes-escritor1922-1999.arquivo..jpg
Domício Proença Filho,Domício Proença Filho,https://pt.wikipedia.org/wiki/Dom%C3%ADcio_Proen%C3%A7a_Filho,https://upload.wikimedia.org/wikipedia/commons/f/fa/Domicio.jpg
Donizete Galvão,Donizete Galvão,https://pt.wikipedia.org/wiki/Donizete_Galv%C3%A3o,https://upload.wikimedia.org/wikipedia/commons/d/d7/Donizete_Galv%C3%A3o.jpg
Edla Van Steen,Edla Van Steen,https://pt.wikipedia.org/wiki/Edla_Van_Steen,
Eduardo Spohr,Eduardo Spohr,https://pt.wikipedia.org/wiki/Eduardo_Spohr,https://upload.wikimedia.org/wikipedia/commons/6/6e/Eduardo_spohr.jpg
Elias José,Elias José,https://pt.wikipedia.org/wiki/Elias_Jos%C3%A9,
Esdras do Nascimento,Esdras do Nascimento,https://pt.wikipedia.org/wiki/Esdras_do_Nascimento,
Fernando Sabino,Fernando Sabino,https://pt.wikipedia.org/wiki/Fernando_Sabino,https://upload.wikimedia.org/wikipedia/commons/3/3d/Fernando_Sabino%2C_sem_data.tif
Francisco Alvim,Francisco Alvim,https://pt.wikipedia.org/wiki/Francisco_Alvim,
Geraldo Ferraz,Geraldo Ferraz,https://pt.wikipedia.org/wiki/Geraldo_Ferraz,
Gianfrancesco Guarnieri,Gianfrancesco Guarnieri,https://pt.wikipedia.org/wiki/Gianfrancesco_Guarnieri,https://upload.wikimedia.org/wikipedia/commons/d/d5/Guarnieri.jpg
Gabriel de Paula Machado,Gabriel de Paula Machado,https://pt.wikipedia.org/wiki/Gabriel_de_Paula_Machado,https://upload.wikimedia.org/wikipedia/commons/f/fa/Gabriel_Paula_Machado.jpg
Harry Laus,Harry Laus,https://pt.wikipedia.org/wiki/Harry_Laus,
Herberto Sales,Herberto Sales,https://pt.wikipedia.org/wiki/Herberto_Sales,
Hilda Hilst,Hilda Hilst,https://pt.wikipedia.org/wiki/Hilda_Hilst,https://upload.wikimedia.org/wikipedia/commons/8/80/Hilda_Hilst%2C_1970.tif
Horácio Costa,Horácio Costa,https://pt.wikipedia.org/wiki/Hor%C3%A1cio_Costa,
Ignácio de Loyola Brandão,Ignácio de Loyola Brandão,https://pt.wikipedia.org/wiki/Ign%C3%A1cio_de_Loyola_Brand%C3%A3o,https://upload.wikimedia.org/wikipedia/commons/7/72/Ignacio_loyola_brandao.jpg
Izomar Camargo Guilherme,Izomar Camargo Guilherme,https://pt.wikipedia.org/wiki/Izomar_Camargo_Guilherme,
Jamesson Buarque,Jamesson Buarque,https://pt.wikipedia.org/wiki/Jamesson_Buarque,
João Almino,João Almino,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Almino,https://upload.wikimedia.org/wikipedia/commons/b/b1/Jo%C3%A3o_Almino_01.jpg
João Antônio,João Antônio,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Ant%C3%B4nio,
João Gilberto Noll,João Gilberto Noll,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Gilberto_Noll,
João Ubaldo Ribeiro,João Ubaldo Ribeiro,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Ubaldo_Ribeiro,https://upload.wikimedia.org/wikipedia/commons/8/84/Joao_Ubaldo_Ribeiro.jpg
Joel Silveira,Joel Silveira,https://pt.wikipedia.org/wiki/Joel_Silveira,
José Cândido de Carvalho,José Cândido de Carvalho,https://pt.wikipedia.org/wiki/Jos%C3%A9_C%C3%A2ndido_de_Carvalho,https://upload.wikimedia.org/wikipedia/commons/8/82/semimbio
José Clemente Pozenato,José Clemente Pozenato,https://pt.wikipedia.org/wiki/Jos%C3%A9_Clemente_Pozenato,
José Godoy Garcia,José Godoy Garcia,https://pt.wikipedia.org/wiki/Jos%C3%A9_Godoy_Garcia,
José J. Veiga,José J. Veiga,https://pt.wikipedia.org/wiki/Jos%C3%A9_J._Veiga,
José Paulo Paes,José Paulo Paes,https://pt.wikipedia.org/wiki/Jos%C3%A9_Paulo_Paes,
José Roberto Torero,José Roberto Torero,https://pt.wikipedia.org/wiki/Jos%C3%A9_Roberto_Torero,
Josué Montello,Josué Montello,https://pt.wikipedia.org/wiki/Josu%C3%A9_Montello,https://upload.wikimedia.org/wikipedia/commons/9/93/Josu%C3%A9_Montello.jpg
José Sarney,José Sarney,https://pt.wikipedia.org/wiki/Jos%C3%A9_Sarney,https://upload.wikimedia.org/wikipedia/commons/f/fb/Foto_Oficial_Sarney_EBC.jpg
Leo Vaz,Leo Vaz,https://pt.wikipedia.org/wiki/Leo_Vaz,
Lindanor Celina,Lindanor Celina,https://pt.wikipedia.org/wiki/Lindanor_Celina,
Lindolfo Rocha,Lindolfo Rocha,https://pt.wikipedia.org/wiki/Lindolfo_Rocha,https://upload.wikimedia.org/wikipedia/commons/4/4f/Lindolfo-Rocha.jpg
Livia Garcia-Roza,Livia Garcia-Roza,https://pt.wikipedia.org/wiki/Livia_Garcia-Roza,
Luís Fernando Veríssimo,Luís Fernando Veríssimo,https://pt.wikipedia.org/wiki/Lu%C3%ADs_Fernando_Ver%C3%ADssimo,https://upload.wikimedia.org/wikipedia/commons/6/63/Lu%C3%ADs_Fernando_Ver%C3%ADssimo.jpg
Luiz Antonio de Assis Brasil,Luiz Antonio de Assis Brasil,https://pt.wikipedia.org/wiki/Luiz_Antonio_de_Assis_Brasil,
Luiz Vilela,Luiz Vilela,https://pt.wikipedia.org/wiki/Luiz_Vilela,
Lya Luft,Lya Luft,https://pt.wikipedia.org/wiki/Lya_Luft,https://upload.wikimedia.org/wikipedia/commons/8/8b/Lya_Luft.jpg
Lygia Fagundes Teles,Lygia Fagundes Teles,https://pt.wikipedia.org/wiki/Lygia_Fagundes_Teles,https://upload.wikimedia.org/wikipedia/commons/d/da/Lygia_Fagundes_Telles_-_MinC_(7)_cropped.jpg
Manoel Carlos Karam,Manoel Carlos Karam,https://pt.wikipedia.org/wiki/Manoel_Carlos_Karam,
Manoel de Barros,Manoel de Barros,https://pt.wikipedia.org/wiki/Manoel_de_Barros,
Marcelo Mirisola,Marcelo Mirisola,https://pt.wikipedia.org/wiki/Marcelo_Mirisola,https://upload.wikimedia.org/wikipedia/commons/8/82/Marcelo_Mirisola_por_Jo%C3%A3o_Marcondes.jpg
Marcelo Rubens Paiva,Marcelo Rubens Paiva,https://pt.wikipedia.org/wiki/Marcelo_Rubens_Paiva,https://upload.wikimedia.org/wikipedia/commons/8/80/Marcelo_Rubens_Paiva.jpg
Margarete Solange,Margarete Solange,https://pt.wikipedia.org/wiki/Margarete_Solange,
Marina Colasanti,Marina Colasanti,https://pt.wikipedia.org/wiki/Marina_Colasanti,https://upload.wikimedia.org/wikipedia/commons/c/cf/Marina-Colasanti-rs.jpg
Mário Prata,Mário Prata,https://pt.wikipedia.org/wiki/M%C3%A1rio_Prata,https://upload.wikimedia.org/wikipedia/commons/2/27/Ficheiro%3A_M%C3%A1rio_Prata.jpg
Mário Ribeiro da Cruz,Mário Ribeiro da Cruz,https://pt.wikipedia.org/wiki/M%C3%A1rio_Ribeiro_da_Cruz,
Miguel M. Abrahão,Miguel M. Abrahão,https://pt.wikipedia.org/wiki/Miguel_M._Abrah%C3%A3o,
Millôr Fernandes,Millôr Fernandes,https://pt.wikipedia.org/wiki/Mill%C3%B4r_Fernandes,https://upload.wikimedia.org/wikipedia/commons/e/ee/Millor_Fernandes_por_Cynthia_Brito.jpg
Moacyr Scliar,Moacyr Scliar,https://pt.wikipedia.org/wiki/Moacyr_Scliar,https://upload.wikimedia.org/wikipedia/commons/4/40/Moacir_Scliar.jpg
Modesto Carone,Modesto Carone,https://pt.wikipedia.org/wiki/Modesto_Carone,
Murilo Rubião,Murilo Rubião,https://pt.wikipedia.org/wiki/Murilo_Rubi%C3%A3o,
Nélida Piñon,Nélida Piñon,https://pt.wikipedia.org/wiki/N%C3%A9lida_Pi%C3%B1on,https://upload.wikimedia.org/wikipedia/commons/3/31/Nelida_Pinon_by_Elisa_Cabot.jpg
Nelson Motta,Nelson Motta,https://pt.wikipedia.org/wiki/Nelson_Motta,https://upload.wikimedia.org/wikipedia/commons/9/93/Nelson_Motta_(4863183235).jpg
Olavo de Carvalho,Olavo de Carvalho,https://pt.wikipedia.org/wiki/Olavo_de_Carvalho,https://upload.wikimedia.org/wikipedia/commons/1/15/Olavo_de_Carvalho_em_2013.png
Olga Savary,Olga Savary,https://pt.wikipedia.org/wiki/Olga_Savary,
Otto Lara Resende,Otto Lara Resende,https://pt.wikipedia.org/wiki/Otto_Lara_Resende,https://upload.wikimedia.org/wikipedia/commons/d/d3/Otto_Lara_Resende_(1964).tif
Osman Lins,Osman Lins,https://pt.wikipedia.org/wiki/Osman_Lins,https://upload.wikimedia.org/wikipedia/commons/6/6f/Osman_Lins.png
Paulo Aquarone,Paulo Aquarone,https://pt.wikipedia.org/wiki/Paulo_Aquarone,
Paulo Coelho,Paulo Coelho,https://pt.wikipedia.org/wiki/Paulo_Coelho,https://upload.wikimedia.org/wikipedia/commons/a/a7/Paulo_Coelho_30102007.jpg
Paulo Leminski,Paulo Leminski,https://pt.wikipedia.org/wiki/Paulo_Leminski,https://upload.wikimedia.org/wikipedia/commons/1/10/%E2%80%8E
Paulo Lins,Paulo Lins,https://pt.wikipedia.org/wiki/Paulo_Lins,
Paulo Mendes Campos,Paulo Mendes Campos,https://pt.wikipedia.org/wiki/Paulo_Mendes_Campos,https://upload.wikimedia.org/wikipedia/commons/4/43/Paulo_Mendes_Campos_(1958).tiff
Paulinho Assunção,Paulinho Assunção,https://pt.wikipedia.org/wiki/Paulinho_Assun%C3%A7%C3%A3o,
Pedro Bandeira,Pedro Bandeira,https://pt.wikipedia.org/wiki/Pedro_Bandeira,https://upload.wikimedia.org/wikipedia/commons/9/93/Pedro_Bandeira_3.JPG
Pedro Nava,Pedro Nava,https://pt.wikipedia.org/wiki/Pedro_Nava,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pedro_Nava_(1953).tif
Per Johns,Per Johns,https://pt.wikipedia.org/wiki/Per_Johns,
Raduan Nassar,Raduan Nassar,https://pt.wikipedia.org/wiki/Raduan_Nassar,https://upload.wikimedia.org/wikipedia/commons/c/cd/RaduanNassar.jpg
Reinaldo Moraes,Reinaldo Moraes,https://pt.wikipedia.org/wiki/Reinaldo_Moraes,https://upload.wikimedia.org/wikipedia/commons/7/70/Reinaldo_moraes_provocacoes.jpg
Renard Perez,Renard Perez,https://pt.wikipedia.org/wiki/Renard_Perez,
Ricardo Ramos,Ricardo Ramos,https://pt.wikipedia.org/wiki/Ricardo_Ramos,
Ronald Claver,Ronald Claver,https://pt.wikipedia.org/wiki/Ronald_Claver,
Roberto Drummond,Roberto Drummond,https://pt.wikipedia.org/wiki/Roberto_Drummond,
Rubem Braga,Rubem Braga,https://pt.wikipedia.org/wiki/Rubem_Braga,https://upload.wikimedia.org/wikipedia/commons/4/44/Newton_Braga_e_Rubem_Braga.jpg
Rubem Fonseca,Rubem Fonseca,https://pt.wikipedia.org/wiki/Rubem_Fonseca,
Rui Calisto,Rui Calisto,https://pt.wikipedia.org/wiki/Rui_Calisto,
Ruth Rocha,Ruth Rocha,https://pt.wikipedia.org/wiki/Ruth_Rocha,
Ruy Castro,Ruy Castro,https://pt.wikipedia.org/wiki/Ruy_Castro,https://upload.wikimedia.org/wikipedia/commons/8/84/Ruy_castro2.jpg
Salomão Sousa,Salomão Sousa,https://pt.wikipedia.org/wiki/Salom%C3%A3o_Sousa,
Samuel Rawet,Samuel Rawet,https://pt.wikipedia.org/wiki/Samuel_Rawet,
Sérgio Sant'Anna,Sérgio Sant'Anna,https://pt.wikipedia.org/wiki/S%C3%A9rgio_Sant%27Anna,
Silviano Santiago,Silviano Santiago,https://pt.wikipedia.org/wiki/Silviano_Santiago,https://upload.wikimedia.org/wikipedia/commons/4/4d/Silviano_Santiago.JPG
Thales de Andrade,Thales de Andrade,https://pt.wikipedia.org/wiki/Thales_de_Andrade,
Yara Cecim,Yara Cecim,https://pt.wikipedia.org/wiki/Yara_Cecim,
Zélia Gattai,Zélia Gattai,https://pt.wikipedia.org/wiki/Z%C3%A9lia_Gattai,
Zulmira Ribeiro Tavares,Zulmira Ribeiro Tavares,https://pt.wikipedia.org/wiki/Zulmira_Ribeiro_Tavares,
André Vianna,André Vianna,https://pt.wikipedia.org/wiki/Andr%C3%A9_Vianna,https://upload.wikimedia.org/wikipedia/commons/2/2d/Andr%C3%A9_Luiz_Lopes_Vianna
Adriana Falcão,Adriana Falcão,https://pt.wikipedia.org/wiki/Adriana_Falc%C3%A3o,https://upload.wikimedia.org/wikipedia/commons/6/6b/Adrianafalcao_ziraldo.jpg
Adriana Lisboa,Adriana Lisboa,https://pt.wikipedia.org/wiki/Adriana_Lisboa,
Amílcar Bettega Barbosa,Amílcar Bettega Barbosa,https://pt.wikipedia.org/wiki/Am%C3%ADlcar_Bettega_Barbosa,
Andréa del Fuego,Andréa del Fuego,https://pt.wikipedia.org/wiki/Andr%C3%A9a_del_Fuego,https://upload.wikimedia.org/wikipedia/commons/8/83/Andr%C3%A9a_del_Fuego_PICT2773.jpg
André Sant'Anna,André Sant'Anna,https://pt.wikipedia.org/wiki/Andr%C3%A9_Sant%27Anna,
Celso Kallarrari,Celso Kallarrari,https://pt.wikipedia.org/wiki/Celso_Kallarrari,https://upload.wikimedia.org/wikipedia/commons/7/74/lan%C3%A7amento_do_romance_%22O_Ritual_dos_Chrys%C3%A2ntemos%22.jpg
Christiane Tassis,Christiane Tassis,https://pt.wikipedia.org/wiki/Christiane_Tassis,
Cintia Moscovich,Cintia Moscovich,https://pt.wikipedia.org/wiki/Cintia_Moscovich,
Clarah Averbuck,Clarah Averbuck,https://pt.wikipedia.org/wiki/Clarah_Averbuck,https://upload.wikimedia.org/wikipedia/commons/8/88/Conexoes_20160401_0003_(25905118310)_(cropped).jpg
Daniel Galera,Daniel Galera,https://pt.wikipedia.org/wiki/Daniel_Galera,https://upload.wikimedia.org/wikipedia/commons/b/bc/Daniel_galera.jpg
Daniel Pellizzari,Daniel Pellizzari,https://pt.wikipedia.org/wiki/Daniel_Pellizzari,
Fernanda Young,Fernanda Young,https://pt.wikipedia.org/wiki/Fernanda_Young,https://upload.wikimedia.org/wikipedia/commons/2/24/Fernanda-young-escritora-e-apresentadora-1264703717443_300x300.jpg
Fernando Bonassi,Fernando Bonassi,https://pt.wikipedia.org/wiki/Fernando_Bonassi,
Fernando Molica,Fernando Molica,https://pt.wikipedia.org/wiki/Fernando_Molica,https://upload.wikimedia.org/wikipedia/commons/d/d5/Ficheiro%3AFernando_molica_tvbrasil.jpg
Índigo (escritora),Índigo (escritora),https://pt.wikipedia.org/wiki/%C3%8Dndigo_(escritora),
Ivana Arruda Leite,Ivana Arruda Leite,https://pt.wikipedia.org/wiki/Ivana_Arruda_Leite,
Ivan Sant'anna,Ivan Sant'anna,https://pt.wikipedia.org/wiki/Ivan_Sant%27anna,
João Paulo Cuenca,João Paulo Cuenca,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Paulo_Cuenca,https://upload.wikimedia.org/wikipedia/commons/d/d5/Ficheiro%3AJoao_Paulo_Cuenca_Buchmesse.JPG
Joca Reiners Terron,Joca Reiners Terron,https://pt.wikipedia.org/wiki/Joca_Reiners_Terron,
Leonardo de Moraes,Leonardo de Moraes,https://pt.wikipedia.org/wiki/Leonardo_de_Moraes,
Letícia Wierzchowski,Letícia Wierzchowski,https://pt.wikipedia.org/wiki/Let%C3%ADcia_Wierzchowski,https://upload.wikimedia.org/wikipedia/commons/c/c1/Leticiaw_bsb.jpg
Luis Eduardo Matta,Luis Eduardo Matta,https://pt.wikipedia.org/wiki/Luis_Eduardo_Matta,https://upload.wikimedia.org/wikipedia/commons/0/09/Luis_Eduardo_Matta_2009.jpg
Luiz Alfredo Garcia-Roza,Luiz Alfredo Garcia-Roza,https://pt.wikipedia.org/wiki/Luiz_Alfredo_Garcia-Roza,
Luiz Ruffato,Luiz Ruffato,https://pt.wikipedia.org/wiki/Luiz_Ruffato,
Marçal Aquino,Marçal Aquino,https://pt.wikipedia.org/wiki/Mar%C3%A7al_Aquino,https://upload.wikimedia.org/wikipedia/commons/0/08/Marcalaquino_tvbrasil.jpg
Marcelino Freire,Marcelino Freire,https://pt.wikipedia.org/wiki/Marcelino_Freire,https://upload.wikimedia.org/wikipedia/commons/0/01/Marcelino_Freire.jpg
Mário Bortolotto,Mário Bortolotto,https://pt.wikipedia.org/wiki/M%C3%A1rio_Bortolotto,https://upload.wikimedia.org/wikipedia/commons/a/aa/M%C3%A1rio_Bortolotto.jpg
Miguel Sanches Neto,Miguel Sanches Neto,https://pt.wikipedia.org/wiki/Miguel_Sanches_Neto,
Milton Hatoum,Milton Hatoum,https://pt.wikipedia.org/wiki/Milton_Hatoum,https://upload.wikimedia.org/wikipedia/commons/1/1c/Milton_hatoum_tvbrasil.jpg
Nelson de Oliveira,Nelson de Oliveira,https://pt.wikipedia.org/wiki/Nelson_de_Oliveira,https://upload.wikimedia.org/wikipedia/commons/b/b0/Nelson_de_Oliveira%2C_2012.jpg
Patrícia Melo,Patrícia Melo,https://pt.wikipedia.org/wiki/Patr%C3%ADcia_Melo,
Paulo Scott,Paulo Scott,https://pt.wikipedia.org/wiki/Paulo_Scott,
Ronaldo Cagiano,Ronaldo Cagiano,https://pt.wikipedia.org/wiki/Ronaldo_Cagiano,
Santiago Nazarian,Santiago Nazarian,https://pt.wikipedia.org/wiki/Santiago_Nazarian,
Simone Campos,Simone Campos,https://pt.wikipedia.org/wiki/Simone_Campos,https://upload.wikimedia.org/wikipedia/commons/2/2b/Simone_Campos.jpg
Sonia Sant'Anna,Sonia Sant'Anna,https://pt.wikipedia.org/wiki/Sonia_Sant%27Anna,
Thales Guaracy,Thales Guaracy,https://pt.wikipedia.org/wiki/Thales_Guaracy,
Thaynara Henrique,Thaynara Henrique,https://pt.wikipedia.org/wiki/Thaynara_Henrique,
Vicente Franz Cecim,Vicente Franz Cecim,https://pt.wikipedia.org/wiki/Vicente_Franz_Cecim,
Xico Sá,Xico Sá,https://pt.wikipedia.org/wiki/Xico_S%C3%A1,
Zé Rodrix,Zé Rodrix,https://pt.wikipedia.org/wiki/Z%C3%A9_Rodrix,https://upload.wikimedia.org/wikipedia/commons/a/a1/Ficheiro%3AS%C3%A1%2C_Rodrix_e_Guarabyra%2C_Teatro_Municipal_(2446101163).jpg
Angélica Freitas,Angélica Freitas,https://pt.wikipedia.org/wiki/Ang%C3%A9lica_Freitas,
Annita Costa Malufe,Annita Costa Malufe,https://pt.wikipedia.org/wiki/Annita_Costa_Malufe,
Carlito Azevedo,Carlito Azevedo,https://pt.wikipedia.org/wiki/Carlito_Azevedo,
Carlos Eduardo Drummond,Carlos Eduardo Drummond,https://pt.wikipedia.org/wiki/Carlos_Eduardo_Drummond,
Carlos Lima,Carlos Lima,https://pt.wikipedia.org/wiki/Carlos_Lima,https://upload.wikimedia.org/wikipedia/commons/7/79/Ficheiro%3ACarlos_Lima.jpg
Claudio Daniel,Claudio Daniel,https://pt.wikipedia.org/wiki/Claudio_Daniel,
Delmo Montenegro,Delmo Montenegro,https://pt.wikipedia.org/wiki/Delmo_Montenegro,
Fabiano Calixto,Fabiano Calixto,https://pt.wikipedia.org/wiki/Fabiano_Calixto,
Fabrício Carpinejar,Fabrício Carpinejar,https://pt.wikipedia.org/wiki/Fabr%C3%ADcio_Carpinejar,https://upload.wikimedia.org/wikipedia/commons/d/df/Carpinejar_culturars_remix.jpg
Fabio Weintraub,Fabio Weintraub,https://pt.wikipedia.org/wiki/Fabio_Weintraub,
Horacio Costa,Horacio Costa,https://pt.wikipedia.org/wiki/Horacio_Costa,
Micheliny Verunschk,Micheliny Verunschk,https://pt.wikipedia.org/wiki/Micheliny_Verunschk,
Paulo Ferraz,Paulo Ferraz,https://pt.wikipedia.org/wiki/Paulo_Ferraz,https://upload.wikimedia.org/wikipedia/commons/8/83/File%3APaulo_Ferraz.jpg
Paulo Henriques Britto,Paulo Henriques Britto,https://pt.wikipedia.org/wiki/Paulo_Henriques_Britto,https://upload.wikimedia.org/wikipedia/commons/f/fc/Paulo_Henriques_Britto_PICT2393.jpg
Tarso de Melo,Tarso de Melo,https://pt.wikipedia.org/wiki/Tarso_de_Melo,
Virna Teixeira,Virna Teixeira,https://pt.wikipedia.org/wiki/Virna_Teixeira,
