profession_id,bio_url
d9792821-e6ed-43f4-999c-20a7613408e4,Autran_Dourado
d9792821-e6ed-43f4-999c-20a7613408e4,Bernardo_%C3%89lis
d9792821-e6ed-43f4-999c-20a7613408e4,Bernardo_Carvalho
d9792821-e6ed-43f4-999c-20a7613408e4,Bruno_Tolentino
d9792821-e6ed-43f4-999c-20a7613408e4,Cacaso
d9792821-e6ed-43f4-999c-20a7613408e4,Caio_Fernando_Abreu
d9792821-e6ed-43f4-999c-20a7613408e4,Campos_de_Carvalho
d9792821-e6ed-43f4-999c-20a7613408e4,Carlos_Heitor_Cony
d9792821-e6ed-43f4-999c-20a7613408e4,Carlos_Herculano_Lopes
d9792821-e6ed-43f4-999c-20a7613408e4,Carlos_Nascimento_Silva
d9792821-e6ed-43f4-999c-20a7613408e4,Carlos_Nejar
d9792821-e6ed-43f4-999c-20a7613408e4,Chico_Buarque_de_Holanda
d9792821-e6ed-43f4-999c-20a7613408e4,Cora_Coralina
d9792821-e6ed-43f4-999c-20a7613408e4,Crist%C3%B3v%C3%A3o_Tezza
d9792821-e6ed-43f4-999c-20a7613408e4,Dalton_Trevisan
d9792821-e6ed-43f4-999c-20a7613408e4,Dias_Gomes
d9792821-e6ed-43f4-999c-20a7613408e4,Dom%C3%ADcio_Proen%C3%A7a_Filho
d9792821-e6ed-43f4-999c-20a7613408e4,Donizete_Galv%C3%A3o
d9792821-e6ed-43f4-999c-20a7613408e4,Edla_Van_Steen
d9792821-e6ed-43f4-999c-20a7613408e4,Eduardo_Spohr
d9792821-e6ed-43f4-999c-20a7613408e4,Elias_Jos%C3%A9
d9792821-e6ed-43f4-999c-20a7613408e4,Esdras_do_Nascimento
d9792821-e6ed-43f4-999c-20a7613408e4,Fernando_Sabino
d9792821-e6ed-43f4-999c-20a7613408e4,Francisco_Alvim
d9792821-e6ed-43f4-999c-20a7613408e4,Geraldo_Ferraz
d9792821-e6ed-43f4-999c-20a7613408e4,Gianfrancesco_Guarnieri
d9792821-e6ed-43f4-999c-20a7613408e4,Gabriel_de_Paula_Machado
d9792821-e6ed-43f4-999c-20a7613408e4,Harry_Laus
d9792821-e6ed-43f4-999c-20a7613408e4,Herberto_Sales
d9792821-e6ed-43f4-999c-20a7613408e4,Hilda_Hilst
d9792821-e6ed-43f4-999c-20a7613408e4,Hor%C3%A1cio_Costa
d9792821-e6ed-43f4-999c-20a7613408e4,Ign%C3%A1cio_de_Loyola_Brand%C3%A3o
d9792821-e6ed-43f4-999c-20a7613408e4,Izomar_Camargo_Guilherme
d9792821-e6ed-43f4-999c-20a7613408e4,Jamesson_Buarque
d9792821-e6ed-43f4-999c-20a7613408e4,Jo%C3%A3o_Almino
d9792821-e6ed-43f4-999c-20a7613408e4,Jo%C3%A3o_Ant%C3%B4nio
d9792821-e6ed-43f4-999c-20a7613408e4,Jo%C3%A3o_Gilberto_Noll
d9792821-e6ed-43f4-999c-20a7613408e4,Jo%C3%A3o_Ubaldo_Ribeiro
d9792821-e6ed-43f4-999c-20a7613408e4,Joel_Silveira
d9792821-e6ed-43f4-999c-20a7613408e4,Jos%C3%A9_C%C3%A2ndido_de_Carvalho
d9792821-e6ed-43f4-999c-20a7613408e4,Jos%C3%A9_Clemente_Pozenato
d9792821-e6ed-43f4-999c-20a7613408e4,Jos%C3%A9_Godoy_Garcia
